name,typ1,typ2,typ3,lon,lat
活龙寺,风景名胜,风景名胜,寺庙道观,113.593561,28.048594
南岳行宫,风景名胜,风景名胜,寺庙道观,112.136067,28.146775
大法庙,风景名胜,风景名胜,寺庙道观,112.746615,28.235432
浏阳河风光带,风景名胜,风景名胜,风景名胜,113.014621,28.245167
湖南烈士公园-西便门,风景名胜,风景名胜相关,旅游景点,112.990923,28.206544
宇成朝阳文化广场,风景名胜,公园广场,城市广场,113.009818,28.188546
故里拾光长沙龙虾馆(富兴店),风景名胜,风景名胜相关,旅游景点,112.987897,28.214375
三王街,风景名胜,风景名胜相关,旅游景点,112.973632,28.191498
青湖山庄,风景名胜,风景名胜相关,旅游景点,112.033901,28.163392
浏阳市太阳星君庙,风景名胜,风景名胜,寺庙道观,113.645622,28.139328
长沙湘江风光带-文津,风景名胜,风景名胜,风景名胜,112.967511,28.174838
陈公庙,风景名胜,风景名胜,寺庙道观,113.12525,28.265962
官渡激情文体广场,风景名胜,公园广场,城市广场,113.882996,28.348298
文轩公园,风景名胜,公园广场,公园,112.866480,28.210534
黄唐起义纪念碑,风景名胜,风景名胜,风景名胜,112.125180,28.144921
金峙文化广场,风景名胜,公园广场,城市广场,112.730971,28.260558
汉寿山,风景名胜,风景名胜,风景名胜,113.496453,28.295540
润园公园,风景名胜,公园广场,公园,112.336714,27.996028
新华联铜官窑旅游景点,风景名胜,风景名胜,风景名胜,112.840405,28.413175
岳麓山国家重点风景名胜区-归宿亭,风景名胜,风景名胜相关,旅游景点,112.944438,28.189826
太平老街-贾太傅祠,风景名胜,风景名胜,风景名胜,112.972135,28.192762
文昌阁社区-文化广场,风景名胜,公园广场,城市广场,112.980988,28.217283
沁园春·长沙诗词碑,风景名胜,风景名胜,风景名胜,112.960346,28.168378
黄荊社区公园,风景名胜,公园广场,公园,112.888244,28.1917
教育会坪故址,风景名胜,风景名胜,风景名胜,112.980308,28.204112
龙王大帝庙,风景名胜,风景名胜,寺庙道观,113.803894,27.992931
石母祠,风景名胜,风景名胜,寺庙道观,113.746825,27.942128
邱氏族祠,风景名胜,风景名胜,寺庙道观,113.722156,27.957268
金地社区公园,风景名胜,公园广场,公园,112.998842,28.152442
大围山国家森林公园-马尾槽,风景名胜,风景名胜,风景名胜,114.078720,28.420790
矿冶园,风景名胜,公园广场,公园广场,112.930803,28.169026
华天宫,风景名胜,风景名胜相关,旅游景点,112.998630,28.191172
潮宗门,风景名胜,公园广场,城市广场,112.970500,28.203536
宁乡五侯祠,风景名胜,风景名胜相关,旅游景点,112.578964,28.092936
下明湖塘,风景名胜,风景名胜相关,旅游景点,112.445918,28.307560
学雷锋主题公园,风景名胜,公园广场,公园,112.854903,28.211739
天竺山道观,风景名胜,风景名胜,风景名胜,113.218365,28.317098
古开福寺-鼓楼,风景名胜,风景名胜,风景名胜,112.977763,28.223901
观音山,风景名胜,风景名胜,风景名胜,112.089570,28.229100
佛益寺,风景名胜,风景名胜,风景名胜,113.093800,27.953601
庵梓山,风景名胜,风景名胜,风景名胜,112.758031,28.161347
辖神庙,风景名胜,风景名胜,风景名胜,112.656080,28.440881
关圣庙,风景名胜,风景名胜,寺庙道观,112.651490,28.367420
药师庵,风景名胜,风景名胜,风景名胜,112.092879,28.195013
观音山,风景名胜,风景名胜,风景名胜,111.985320,28.021290
白鹿寺,风景名胜,风景名胜,风景名胜,113.278460,28.142990
春华山抗战纪念园,风景名胜,风景名胜相关,旅游景点,113.253360,28.278833
法藏净苑,风景名胜,风景名胜相关,旅游景点,113.260403,28.339228
天福寺,风景名胜,风景名胜相关,旅游景点,112.643845,27.928854
茶庵寺,风景名胜,风景名胜,风景名胜,113.247830,28.383670
望城创业广场,风景名胜,公园广场,城市广场,112.875238,28.293104
天心公园-崇烈门牌楼,风景名胜,风景名胜相关,旅游景点,112.982112,28.185217
罗养真烈士墓,风景名胜,风景名胜,风景名胜,113.017061,28.450039
长沙海底世界-珍稀动物展区,风景名胜,风景名胜相关,旅游景点,113.055742,28.232077
密印寺-普同塔,风景名胜,风景名胜相关,旅游景点,111.972712,28.176730
胡耀邦同志纪念馆,风景名胜,风景名胜,纪念馆,113.888135,28.076980
杨开慧纪念馆-杜鹃园,风景名胜,风景名胜相关,旅游景点,113.210237,28.588341
石燕湖生态旅游公园-森林迷宫,风景名胜,风景名胜相关,旅游景点,113.089495,28.007952
通达广场,风景名胜,公园广场,城市广场,113.185925,28.140207
浏阳栀子花海,风景名胜,风景名胜,风景名胜,113.414851,28.330834
梅溪湖水沙滩,风景名胜,风景名胜,海滩,112.893452,28.179776
长沙生态动物园-非洲狮,风景名胜,风景名胜相关,旅游景点,113.005896,28.033680
塘尾冲,风景名胜,风景名胜相关,旅游景点,113.568876,28.033996
多肉植物主题公园,风景名胜,公园广场,公园,112.967363,28.017427
唐生智公馆旧址,风景名胜,风景名胜,风景名胜,112.960780,28.177986
印山湖-狮子公园,风景名胜,公园广场,公园,113.331885,28.092285
天竺山,风景名胜,风景名胜,风景名胜,113.183504,28.391688
松雅湖儿童乐园沙滩,风景名胜,风景名胜,海滩,113.108861,28.274885
鸠觉寺,风景名胜,风景名胜,寺庙道观,113.318531,28.468336
光达文化广场,风景名胜,公园广场,城市广场,113.093263,28.140822
捞刀河村农民文化广场,风景名胜,公园广场,城市广场,113.001999,28.267159
浏阳天主堂,风景名胜,风景名胜,教堂,113.613982,28.148542
龙潭古寺,风景名胜,风景名胜,寺庙道观,113.481320,28.541547
鼎山公宋代古墓,风景名胜,风景名胜,风景名胜,113.463679,28.455303
长沙湘江风光带-汇芳庭,风景名胜,风景名胜,风景名胜,112.967757,28.177124
李默庵故居,风景名胜,风景名胜,风景名胜,113.005613,28.401861
下柏家塘公园,风景名胜,公园广场,公园,112.887708,28.196921
金井镇石壁湖公园,风景名胜,公园广场,公园,113.369088,28.524949
大释寺,风景名胜,风景名胜相关,旅游景点,113.115428,28.306949
挂排山老君庙,风景名胜,风景名胜相关,旅游景点,113.113909,28.303248
象形风景区万葵园,风景名胜,风景名胜,风景名胜,113.878431,28.398240
观音庙,风景名胜,风景名胜,寺庙道观,112.858634,28.257597
官渡古镇景区,风景名胜,风景名胜,风景名胜,113.882934,28.349624
张百熙墓,风景名胜,风景名胜,风景名胜,113.310063,28.356921
洋湖湿地公园-科普小广场,风景名胜,风景名胜,风景名胜,112.929903,28.123636
古港梅田路生资店,风景名胜,风景名胜相关,旅游景点,113.748123,28.279239
洋湖湿地电动游船码头,风景名胜,风景名胜,风景名胜,112.932766,28.124940
大围山香薰花海,风景名胜,风景名胜相关,旅游景点,114.019082,28.448495
洞田花海,风景名胜,风景名胜,风景名胜,113.318322,28.354529
石燕湖生态旅游公园-石燕湖网桥,风景名胜,风景名胜相关,旅游景点,113.089167,28.007223
时务学堂故址,风景名胜,风景名胜,世界遗产,112.974165,28.201124
春华渡槽,风景名胜,风景名胜,风景名胜,113.256395,28.265457
紫竹山开元寺,风景名胜,风景名胜,寺庙道观,113.369393,28.459368
密印庵,风景名胜,风景名胜,寺庙道观,112.012531,28.214613
杜甫江阁-千年一品,风景名胜,风景名胜,风景名胜,112.968592,28.185242
育英儿童抗敌工作团旧址,风景名胜,风景名胜相关,旅游景点,113.167808,28.035023
花谷溪境,风景名胜,风景名胜相关,旅游景点,113.569256,28.301518
观音庙,风景名胜,风景名胜,寺庙道观,113.958646,28.326528
梅溪湖公园-白沙滩,风景名胜,风景名胜,海滩,112.910790,28.194010
芙蓉寨,风景名胜,风景名胜,风景名胜,112.643720,28.110278
长沙生态动物园-狐猴岛,风景名胜,风景名胜相关,旅游景点,113.000944,28.033587
抗战英烈纪念园,风景名胜,风景名胜,纪念馆,113.106330,28.311953
长沙生态动物园-猩猩馆,风景名胜,风景名胜相关,旅游景点,113.003984,28.033170
长沙生态动物园-天鹅湖,风景名胜,风景名胜相关,旅游景点,113.005741,28.031107
长沙生态动物园-动物科普区,风景名胜,风景名胜相关,旅游景点,113.001667,28.035130
长沙生态动物园-狮虎馆,风景名胜,风景名胜相关,旅游景点,113.002539,28.031759
海底世界-人造沙滩,风景名胜,风景名胜,海滩,113.055443,28.232655
石燕湖生态旅游公园-湘潭坳,风景名胜,风景名胜相关,旅游景点,113.079850,28.006779
大围山国家森林公园-夫妻松,风景名胜,风景名胜相关,旅游景点,114.090047,28.421454
沩山恐龙宫,风景名胜,风景名胜相关,旅游景点,112.140835,28.214956
刘少奇同志纪念馆-孔子圣像,风景名胜,风景名胜相关,旅游景点,112.645452,28.036836
大围山国家森林公园-补天遗石,风景名胜,风景名胜相关,旅游景点,114.091102,28.422563
长沙汉回民俗文化景区,风景名胜,风景名胜,风景名胜,113.038756,28.318127
刘家祠堂,风景名胜,风景名胜,风景名胜,112.539770,28.124281
大围山地质公园,风景名胜,风景名胜,风景名胜,114.202018,28.405571
宋任穷故居,风景名胜,风景名胜,纪念馆,113.476346,28.076529
岳麓山国家重点风景名胜区-观日台,风景名胜,风景名胜相关,旅游景点,112.932347,28.183820
贺家祠堂,风景名胜,风景名胜,风景名胜,112.143203,27.968248
白羊山风景区,风景名胜,风景名胜,风景名胜,113.823400,28.231740
杨勇故居,风景名胜,风景名胜,风景名胜,113.931081,28.044253
大王土地庙,风景名胜,风景名胜,寺庙道观,113.107986,28.128508
显灵寺,风景名胜,风景名胜,寺庙道观,112.636949,28.333923
激情广场,风景名胜,公园广场,城市广场,113.771523,27.994816
望城区基督教堂,风景名胜,风景名胜,教堂,112.798147,28.365589
观音庵,风景名胜,风景名胜,寺庙道观,113.633702,28.122723
锡封寺,风景名胜,风景名胜,寺庙道观,113.516102,28.165518
宝祠庵,地名地址信息,普通地名,村庄级地名|风景名胜,112.721248,28.432937
岳麓山国家重点风景名胜区-大雄宝殿,风景名胜,风景名胜相关,旅游景点,112.934373,28.180193
往来亭,风景名胜,风景名胜相关,旅游景点,112.937234,28.187338
民生亭,风景名胜,风景名胜相关,旅游景点,112.971004,28.146093
山林庙,风景名胜,风景名胜,寺庙道观,113.359818,28.221543
古罗汉寺,风景名胜,风景名胜,风景名胜,113.929130,28.406561
黄兴路步行街中心广场,风景名胜,公园广场,城市广场,112.976680,28.191190
